id,geoid,geo_name,county,state,total_pop,perc_white,perc_black,perc_nativ_indian_ak,perc_asian,perc_haw,perc_other,perc_two_more
1400000US48439105701,48439105701,Census Tract 1057.01,Tarrant County,Texas,4291,0.797250058261478,0.131670939175017,0,0.016546259613144,0.010487065951993,0.016779305523188,0.027266371475181
1400000US48355003401,48355003401,Census Tract 34.01,Nueces County,Texas,4292,0.877213420316869,0.034016775396086,0.030754892823858,0,0,0.02143522833178,0.036579683131407
1400000US48201453800,48201453800,Census Tract 4538,Harris County,Texas,4293,0.375494991847193,0.270906126252038,0.001863498718845,0.103890053575588,0,0.240624272070813,0.007221057535523
1400000US48475950200,48475950200,Census Tract 9502,Ward County,Texas,4293,0.836477987421384,0.058933146983462,0.000465874679711,0.025856044723969,0,0.070812951316096,0.007453994875379
1400000US48201331100,48201331100,Census Tract 3311,Harris County,Texas,4295,0.314551804423749,0.569033760186263,0.007450523864959,0,0,0.10197904540163,0.006984866123399
1400000US48201433400,48201433400,Census Tract 4334,Harris County,Texas,4295,0.49685681024447,0.165308498253783,0,0.087543655413271,0,0.246565774155995,0.00372526193248
1400000US48389950100,48389950100,Census Tract 9501,Reeves County,Texas,4295,0.871478463329453,0.026076833527357,0,0.007683352735739,0.00279394644936,0.084284051222352,0.007683352735739
1400000US48113006502,48113006502,Census Tract 65.02,Dallas County,Texas,4295,0.922002328288708,0.00256111757858,0.015599534342259,0.0023282887078,0,0.043538998835856,0.013969732246799
1400000US48029161801,48029161801,Census Tract 1618.01,Bexar County,Texas,4296,0.72951582867784,0.161080074487896,0.016992551210428,0.011638733705773,0,0.048417132216015,0.032355679702049
1400000US48457950400,48457950400,Census Tract 9504,Tyler County,Texas,4296,0.937150837988827,0.030959031657356,0.00256052141527,0,0,0.003724394785847,0.0256052141527
1400000US48355002301,48355002301,Census Tract 23.01,Nueces County,Texas,4296,0.946229050279329,0.0256052141527,0,0.003026070763501,0,0.025139664804469,0
1400000US48027022101,48027022101,Census Tract 221.01,Bell County,Texas,4297,0.567139865022108,0.270188503607168,0.013963230160577,0.017919478706074,0.017454037700722,0.07772864789388,0.035606236909472
1400000US48201431102,48201431102,Census Tract 4311.02,Harris County,Texas,4297,0.567605306027461,0.317896206655806,0,0.087968350011636,0,0.02071212473819,0.005818012566907
1400000US48029170401,48029170401,Census Tract 1704.01,Bexar County,Texas,4298,0.85202419730107,0.070730572359237,0,0,0,0.047231270358306,0.030013959981387
1400000US48429950200,48429950200,Census Tract 9502,Stephens County,Texas,4298,0.872498836668218,0.021637971149372,0,0,0,0.038389948813402,0.067473243369009
1400000US48353950200,48353950200,Census Tract 9502,Nolan County,Texas,4298,0.913448115402513,0.044904606793858,0,0,0,0.028850628199162,0.012796649604467
1400000US48085032012,48085032012,Census Tract 320.12,Collin County,Texas,4299,0.852058618283322,0.080251221214236,0.003489183531054,0.0065131425913,0,0.030006978367062,0.027680856013026
1400000US48085031709,48085031709,Census Tract 317.09,Collin County,Texas,4300,0.481627906976744,0.073953488372093,0,0.320697674418605,0,0.047209302325581,0.076511627906977
1400000US48073950700,48073950700,Census Tract 9507,Cherokee County,Texas,4301,0.804929086259009,0.130434782608696,0,0.00395256916996,0.009997674959312,0.0153452685422,0.035340618460823
1400000US48371950400,48371950400,Census Tract 9504,Pecos County,Texas,4301,0.846547314578005,0.016740292955127,0.009067658684027,0.008137642408742,0,0.100906765868403,0.018600325505696
1400000US48277000101,48277000101,Census Tract 1.01,Lamar County,Texas,4301,0.926993722390142,0.004650081376424,0.001627528481748,0,0,0.009532666821669,0.057196000930016
1400000US48303002300,48303002300,Census Tract 23,Lubbock County,Texas,4302,0.753370525337053,0.118549511854951,0,0.00650860065086,0,0.104602510460251,0.016968851696885
1400000US48375011500,48375011500,Census Tract 115,Potter County,Texas,4305,0.873867595818815,0.046922183507549,0.007433217189315,0.052032520325203,0,0.006271777003484,0.013472706155633
1400000US48201552301,48201552301,Census Tract 5523.01,Harris County,Texas,4307,0.790573485024379,0.143255166008823,0.009287206872533,0.039238449036452,0,0.00766194566984,0.009983747387973
1400000US48215024204,48215024204,Census Tract 242.04,Hidalgo County,Texas,4307,0.964244253540748,0,0,0.008822846528906,0,0.026932899930346,0
1400000US48339691100,48339691100,Census Tract 6911,Montgomery County,Texas,4308,0.918291550603528,0.003946146703807,0,0.040157845868152,0.008356545961003,0.00255338904364,0.02669452181987
1400000US48055960102,48055960102,Census Tract 9601.02,Caldwell County,Texas,4309,0.878858203759573,0.073334880482711,0,0,0,0.040844743559991,0.006962172197726
1400000US48121021301,48121021301,Census Tract 213.01,Denton County,Texas,4310,0.636194895591647,0.176566125290023,0.006496519721578,0.136658932714617,0,0.021345707656613,0.022737819025522
1400000US48093950300,48093950300,Census Tract 9503,Comanche County,Texas,4310,0.909744779582367,0.030858468677494,0,0.003248259860789,0,0.05614849187935,0
1400000US48113006900,48113006900,Census Tract 69,Dallas County,Texas,4311,0.829737879842264,0.075620505683136,0.006263048016701,0,0,0.059382973787984,0.028995592669914
1400000US48251130303,48251130303,Census Tract 1303.03,Johnson County,Texas,4314,0.744552619378767,0.039870190078813,0.019935095039407,0.03291608715809,0.110570236439499,0.031061659712564,0.021094112192861
1400000US48225950500,48225950500,Census Tract 9505,Houston County,Texas,4316,0.832715477293791,0.099397590361446,0,0.002316960148285,0,0.051668211306766,0.013901760889713
1400000US48113013624,48113013624,Census Tract 136.24,Dallas County,Texas,4317,0.396108408617095,0.133889274959463,0.005327773917072,0.227472782024554,0,0.196201065554783,0.041000694927033
1400000US48187210100,48187210100,Census Tract 2101,Guadalupe County,Texas,4318,0.661648911533117,0.082213987957388,0.005558128763316,0.001389532190829,0,0.235294117647059,0.013895321908291
1400000US48121021716,48121021716,Census Tract 217.16,Denton County,Texas,4319,0.7124334336652,0.081037277147488,0,0.10511692521417,0.005556841861542,0.018059736050012,0.077795786061588
1400000US48113014701,48113014701,Census Tract 147.01,Dallas County,Texas,4323,0.746009715475364,0.034466805459172,0,0.031690955355078,0,0.166782327087671,0.021050196622716
1400000US48051970500,48051970500,Census Tract 9705,Burleson County,Texas,4323,0.802452000925283,0.134166088364562,0.009021512838307,0,0,0.032616238723109,0.021744159148739
