Crash ID,Agency,Case ID,County,Crash Date,Crash Death Count,Latitude,Longitude,Person Death Count,Person Type
14057319,SAN ANTONIO POLICE DEPARTMENT,SAPD14223041,BEXAR,2014-10-07,1,29.60177467,-98.43974325,1,4 - PEDESTRIAN
14073851,SAN ANTONIO POLICE DEPARTMENT,SAPD14224373,BEXAR,2014-10-08,1,29.35197687,-98.43116788,1,4 - PEDESTRIAN
14082280,SAN ANTONIO POLICE DEPARTMENT,SAPD14232164,BEXAR,2014-10-18,1,29.51620937,-98.60729341,1,4 - PEDESTRIAN
14080900,SAN ANTONIO POLICE DEPARTMENT,SAPD14233419,BEXAR,2014-10-19,1,29.34365286,-98.61789049,1,4 - PEDESTRIAN
14085019,SAN ANTONIO POLICE DEPARTMENT,SAPD14233372,BEXAR,2014-10-19,1,29.32621024,-98.49487363,1,4 - PEDESTRIAN
14102269,SAN ANTONIO POLICE DEPARTMENT,SAPD14240172,BEXAR,2014-10-27,1,29.56322406,-98.59102267,1,4 - PEDESTRIAN
14106980,SAN ANTONIO POLICE DEPARTMENT,SAPD14243644,BEXAR,2014-11-01,1,29.52046218,-98.49253581,1,4 - PEDESTRIAN
14248527,LIVE OAK POLICE DEPARTMENT,1411-0064,BEXAR,2014-11-02,1,29.5685733,-98.33244179,1,4 - PEDESTRIAN
14104937,SAN ANTONIO POLICE DEPARTMENT,SAPD14245886,BEXAR,2014-11-04,1,29.4270105,-98.52707943,1,4 - PEDESTRIAN
14145499,SAN ANTONIO POLICE DEPARTMENT,SAPD14261472,BEXAR,2014-11-24,1,29.44849768,-98.59773401,1,4 - PEDESTRIAN
14156135,BEXAR COUNTY LAW ENFORCEMENT,2014-BCSO-050187,BEXAR,2014-12-02,1,29.30785116,-98.39392932,1,4 - PEDESTRIAN
14165900,SAN ANTONIO POLICE DEPARTMENT,SAPD14272564,BEXAR,2014-12-09,1,29.42925497,-98.5385623,1,4 - PEDESTRIAN
14166868,SAN ANTONIO POLICE DEPARTMENT,SAPD14273521,BEXAR,2014-12-11,1,29.45307455,-98.54945655,1,4 - PEDESTRIAN
14169318,SAN ANTONIO POLICE DEPARTMENT,SAPD14274947,BEXAR,2014-12-12,1,29.54580122,-98.50840405,1,4 - PEDESTRIAN
14169383,SAN ANTONIO POLICE DEPARTMENT,SAPD14275183,BEXAR,2014-12-13,1,29.41307617,-98.50611484,1,4 - PEDESTRIAN
14180152,SAN ANTONIO POLICE DEPARTMENT,SAPD14278099,BEXAR,2014-12-16,1,29.58551372,-98.36219836,1,4 - PEDESTRIAN
14244290,SAN ANTONIO POLICE DEPARTMENT,SAPD15016169,BEXAR,2015-01-23,1,29.52268261,-98.41099293,1,4 - PEDESTRIAN
14248988,SAN ANTONIO POLICE DEPARTMENT,SAPD15018332,BEXAR,2015-01-26,1,29.44648673,-98.49186719,1,4 - PEDESTRIAN
14260100,SAN ANTONIO POLICE DEPARTMENT,SAPD15026196,BEXAR,2015-02-05,1,29.56321425,-98.59101967,1,4 - PEDESTRIAN
14264442,SAN ANTONIO POLICE DEPARTMENT,SAPD15028877,BEXAR,2015-02-08,1,29.44731496,-98.5470394,1,4 - PEDESTRIAN
14319268,SAN ANTONIO POLICE DEPARTMENT,SAPD15032720,BEXAR,2015-02-13,1,29.34466499,-98.50387231,1,4 - PEDESTRIAN
14275814,SAN ANTONIO POLICE DEPARTMENT,SAPD15034936,BEXAR,2015-02-16,1,29.51599959,-98.41104889,1,4 - PEDESTRIAN
14325091,SAN ANTONIO POLICE DEPARTMENT,SAPD15054112,BEXAR,2015-03-14,1,29.44580048,-98.53140891,1,4 - PEDESTRIAN
14360283,SAN ANTONIO POLICE DEPARTMENT,SAPD15065396,BEXAR,2015-03-29,1,29.46961422,-98.61562525,1,4 - PEDESTRIAN
14360345,SAN ANTONIO POLICE DEPARTMENT,SAPD15069392,BEXAR,2015-04-03,1,29.40385541,-98.46907442,1,4 - PEDESTRIAN
14399878,SAN ANTONIO POLICE DEPARTMENT,SAPD15079393,BEXAR,2015-04-16,1,29.40402398,-98.54924249,1,4 - PEDESTRIAN
14407199,SAN ANTONIO POLICE DEPARTMENT,SAPD15085381,BEXAR,2015-04-23,1,29.43700168,-98.49686926,1,4 - PEDESTRIAN
14419217,SAN ANTONIO POLICE DEPARTMENT,SAPD15086688,BEXAR,2015-04-25,1,29.62536164,-98.49498078,1,4 - PEDESTRIAN
14446959,SAN ANTONIO POLICE DEPARTMENT,SAPD15101779,BEXAR,2015-05-14,1,29.32020612,-98.50475368,1,4 - PEDESTRIAN
14448808,SAN ANTONIO POLICE DEPARTMENT,SAPD15108848,BEXAR,2015-05-22,1,29.32314844,-98.47823119,1,4 - PEDESTRIAN
14460389,SAN ANTONIO POLICE DEPARTMENT,SAPD15114214,BEXAR,2015-05-29,1,29.42709919,-98.41863294,1,4 - PEDESTRIAN
14461318,SAN ANTONIO POLICE DEPARTMENT,SAPD15115105,BEXAR,2015-05-31,1,29.43720121,-98.52585713,1,4 - PEDESTRIAN
14492556,SAN ANTONIO POLICE DEPARTMENT,SAPD15125310,BEXAR,2015-06-12,1,29.36012235,-98.53406915,1,4 - PEDESTRIAN
14588642,BEXAR COUNTY LAW ENFORCEMENT,2015-BCSO-025029,BEXAR,2015-06-23,1,No Data,No Data,1,4 - PEDESTRIAN
14514164,BEXAR COUNTY LAW ENFORCEMENT,2015-BCSO-O26380,BEXAR,2015-07-01,1,No Data,No Data,1,4 - PEDESTRIAN
14532033,SAN ANTONIO POLICE DEPARTMENT,sapd15145626,BEXAR,2015-07-08,1,29.39447622,-98.47962756,1,4 - PEDESTRIAN
14528544,SAN ANTONIO POLICE DEPARTMENT,SAPD15146471,BEXAR,2015-07-09,1,29.52688859,-98.56647866,1,4 - PEDESTRIAN
14535848,SAN ANTONIO POLICE DEPARTMENT,SAPD15146342,BEXAR,2015-07-09,1,29.3544415,-98.48126181,1,4 - PEDESTRIAN
14564691,BEXAR COUNTY LAW ENFORCEMENT,2015-BCSO-030940,BEXAR,2015-08-02,1,29.42941498,-98.73305225,1,4 - PEDESTRIAN
14577505,SAN ANTONIO POLICE DEPARTMENT,SAPD15170764,BEXAR,2015-08-09,1,No Data,No Data,1,4 - PEDESTRIAN
14629551,SAN ANTONIO POLICE DEPARTMENT,SAPD15193091,BEXAR,2015-09-07,1,29.43077808,-98.55433628,1,4 - PEDESTRIAN
14647381,SAN ANTONIO POLICE DEPARTMENT,SAPD15201679,BEXAR,2015-09-17,1,29.42626734,-98.52717667,1,4 - PEDESTRIAN
14648109,UNIVERSAL CITY POLICE DEPARTMENT,1500014944,BEXAR,2015-09-18,1,29.54690926,-98.31602252,1,4 - PEDESTRIAN
14653344,SAN ANTONIO POLICE DEPARTMENT,SAPD15203931,BEXAR,2015-09-20,1,29.44849497,-98.58819969,1,4 - PEDESTRIAN
14653491,SAN ANTONIO POLICE DEPARTMENT,SAPD15204059,BEXAR,2015-09-20,1,29.45130803,-98.63147091,1,4 - PEDESTRIAN
14678305,SAN ANTONIO POLICE DEPARTMENT,SAPD15204876,BEXAR,2015-09-21,1,29.36565907,-98.49471204,1,4 - PEDESTRIAN
14669904,SAN ANTONIO POLICE DEPARTMENT,SAPD15209767,BEXAR,2015-09-28,1,29.55428152,-98.51456932,1,4 - PEDESTRIAN
14684790,SAN ANTONIO POLICE DEPARTMENT,SAPD15212162,BEXAR,2015-10-01,1,29.42270673,-98.48313067,1,4 - PEDESTRIAN
14676203,SAN ANTONIO POLICE DEPARTMENT,SAPD15214367,BEXAR,2015-10-03,1,29.49300202,-98.52598177,1,4 - PEDESTRIAN
14697484,SAN ANTONIO POLICE DEPARTMENT,SAPD15214486,BEXAR,2015-10-04,1,29.44577036,-98.53109302,1,4 - PEDESTRIAN
14689418,SAN ANTONIO POLICE DEPARTMENT,SAPD15221308,BEXAR,2015-10-12,1,No Data,No Data,1,4 - PEDESTRIAN
14724920,SAN ANTONIO POLICE DEPARTMENT,SAPD15230382,BEXAR,2015-10-24,1,29.395304,-98.47830354,1,4 - PEDESTRIAN
14720698,SAN ANTONIO POLICE DEPARTMENT,SAPD15232244,BEXAR,2015-10-26,1,No Data,No Data,1,4 - PEDESTRIAN
14732267,SAN ANTONIO POLICE DEPARTMENT,SAPD15236347,BEXAR,2015-10-31,1,29.51381197,-98.63338073,1,4 - PEDESTRIAN
14751829,SAN ANTONIO POLICE DEPARTMENT,SAPD15236569,BEXAR,2015-11-01,1,29.42411918,-98.62666006,1,4 - PEDESTRIAN
14740301,SAN ANTONIO POLICE DEPARTMENT,SAPD15238032,BEXAR,2015-11-02,1,29.55127055,-98.35838191,1,4 - PEDESTRIAN
14789540,SAN ANTONIO POLICE DEPARTMENT,SAPD15256698,BEXAR,2015-11-27,1,29.45374998,-98.63620058,1,4 - PEDESTRIAN
14791207,SAN ANTONIO POLICE DEPARTMENT,SAPD15257030,BEXAR,2015-11-28,1,29.47291784,-98.53447097,1,4 - PEDESTRIAN
14802358,SAN ANTONIO POLICE DEPARTMENT,SAPD15257109,BEXAR,2015-11-28,1,29.43895469,-98.45524697,1,4 - PEDESTRIAN
14799246,SAN ANTONIO POLICE DEPARTMENT,SAPD15258851,BEXAR,2015-11-30,1,29.49658495,-98.38419234,1,4 - PEDESTRIAN
14801532,SAN ANTONIO POLICE DEPARTMENT,SAPD15260400,BEXAR,2015-12-03,1,29.42632679,-98.46841792,1,4 - PEDESTRIAN
14799277,SAN ANTONIO POLICE DEPARTMENT,SAPD15264041,BEXAR,2015-12-07,1,29.47918794,-98.60647165,1,4 - PEDESTRIAN
14807672,SAN ANTONIO POLICE DEPARTMENT,SAPD15268765,BEXAR,2015-12-13,1,29.43841146,-98.47181688,1,4 - PEDESTRIAN
14835361,SAN ANTONIO POLICE DEPARTMENT,SAPD15274190,BEXAR,2015-12-20,1,29.43209042,-98.52652494,1,4 - PEDESTRIAN
14827199,BEXAR COUNTY LAW ENFORCEMENT,2015-BCSO-052157,BEXAR,2015-12-21,1,29.30671103,-98.38757401,1,4 - PEDESTRIAN
14826528,SAN ANTONIO POLICE DEPARTMENT,SAPD15275829,BEXAR,2015-12-22,1,29.55230177,-98.57083547,1,4 - PEDESTRIAN
14827574,SAN ANTONIO POLICE DEPARTMENT,SAPD15275721,BEXAR,2015-12-22,1,29.40586386,-98.46124232,1,4 - PEDESTRIAN
14832474,SAN ANTONIO POLICE DEPARTMENT,SAPD15279806,BEXAR,2015-12-28,1,29.48760185,-98.58555888,1,4 - PEDESTRIAN
14873474,SAN ANTONIO POLICE DEPARTMENT,SAPD16000166,BEXAR,2016-01-01,1,29.39617487,-98.50870811,1,4 - PEDESTRIAN
14855362,SAN ANTONIO POLICE DEPARTMENT,SAPD16001936,BEXAR,2016-01-03,1,29.40682498,-98.52970231,1,4 - PEDESTRIAN
14858409,SAN ANTONIO POLICE DEPARTMENT,SAPD16005101,BEXAR,2016-01-07,1,29.4248423,-98.49274592,1,4 - PEDESTRIAN
14875876,SAN ANTONIO POLICE DEPARTMENT,SAPD16013494,BEXAR,2016-01-19,1,No Data,No Data,1,4 - PEDESTRIAN
14872460,BEXAR COUNTY LAW ENFORCEMENT,2016-BCSO-003017,BEXAR,2016-01-21,1,29.73496844,-98.68315931,1,4 - PEDESTRIAN
14879151,SAN ANTONIO POLICE DEPARTMENT,SAPD16016462,BEXAR,2016-01-22,1,29.50414074,-98.56143976,1,4 - PEDESTRIAN
14893448,SAN ANTONIO POLICE DEPARTMENT,SAPD16019539,BEXAR,2016-01-27,1,29.5833998,-98.6393664,1,4 - PEDESTRIAN
14897283,SAN ANTONIO POLICE DEPARTMENT,SAPD16020983,BEXAR,2016-01-28,1,29.49077402,-98.44007268,1,4 - PEDESTRIAN
14896361,BEXAR COUNTY LAW ENFORCEMENT,2016-BCSO-005002,BEXAR,2016-02-02,1,29.29566271,-98.38564251,1,4 - PEDESTRIAN
14934947,SAN ANTONIO POLICE DEPARTMENT,SAPD16037820,BEXAR,2016-02-20,1,29.50252319,-98.49922768,1,4 - PEDESTRIAN
14932042,SAN ANTONIO POLICE DEPARTMENT,SAPD16038964,BEXAR,2016-02-21,1,29.42818123,-98.56955754,1,4 - PEDESTRIAN
14938410,SAN ANTONIO POLICE DEPARTMENT,SAPD16040626,BEXAR,2016-02-23,1,29.50815908,-98.49928125,1,4 - PEDESTRIAN
14966253,SAN ANTONIO POLICE DEPARTMENT,SAPD16049314,BEXAR,2016-03-06,1,29.37085911,-98.53404231,1,4 - PEDESTRIAN
14966255,SAN ANTONIO POLICE DEPARTMENT,SAPD16049232,BEXAR,2016-03-06,1,29.35425042,-98.4777737,1,4 - PEDESTRIAN
14963587,BEXAR COUNTY LAW ENFORCEMENT,2016-BCSO-010791,BEXAR,2016-03-10,1,29.63045872,-98.65372983,1,4 - PEDESTRIAN
14965202,SAN ANTONIO POLICE DEPARTMENT,SAPD16053837,BEXAR,2016-03-11,1,29.51047323,-98.40753675,1,4 - PEDESTRIAN
14983963,SAN ANTONIO POLICE DEPARTMENT,SAPD16053868,BEXAR,2016-03-11,1,29.50238613,-98.49922634,1,4 - PEDESTRIAN
14981006,SAN ANTONIO POLICE DEPARTMENT,SAPD16056692,BEXAR,2016-03-15,1,29.51030453,-98.37701233,1,4 - PEDESTRIAN
14990106,SAN ANTONIO POLICE DEPARTMENT,SAPD16062857,BEXAR,2016-03-24,1,29.53779496,-98.54991216,1,4 - PEDESTRIAN
15149843,LEON VALLEY POLICE DEPARTMENT,,BEXAR,2016-03-25,1,29.48266695,-98.60024226,1,4 - PEDESTRIAN
14999451,SAN ANTONIO POLICE DEPARTMENT,SAPD16066559,BEXAR,2016-03-29,1,29.50572387,-98.62793974,1,4 - PEDESTRIAN
15019246,SAN ANTONIO POLICE DEPARTMENT,SAPD16067421,BEXAR,2016-03-30,1,29.50683295,-98.41247586,1,4 - PEDESTRIAN
15040504,SAN ANTONIO POLICE DEPARTMENT,SAPD16073819,BEXAR,2016-04-07,1,29.53972495,-98.5156723,1,4 - PEDESTRIAN
15026713,SAN ANTONIO POLICE DEPARTMENT,SAPD16074861,BEXAR,2016-04-08,1,29.52540885,-98.49613674,1,4 - PEDESTRIAN
15052678,SAN ANTONIO POLICE DEPARTMENT,SAPD16089372,BEXAR,2016-04-26,1,29.40270395,-98.40756673,1,4 - PEDESTRIAN
15069933,SAN ANTONIO POLICE DEPARTMENT,SAPD16092896,BEXAR,2016-05-01,1,29.38029805,-98.64140145,1,4 - PEDESTRIAN
15094816,SAN ANTONIO POLICE DEPARTMENT,SAPD16095679,BEXAR,2016-05-04,1,29.35030447,-98.43506389,1,4 - PEDESTRIAN
15094826,SAN ANTONIO POLICE DEPARTMENT,SAPD16098864,BEXAR,2016-05-08,1,29.45482114,-98.68751093,1,4 - PEDESTRIAN
15148452,SAN ANTONIO POLICE DEPARTMENT,SAPD16120600,BEXAR,2016-06-06,1,29.48407543,-98.40143935,1,4 - PEDESTRIAN
15157597,SAN ANTONIO POLICE DEPARTMENT,SAPD16125479,BEXAR,2016-06-11,1,29.60612374,-98.45755903,1,4 - PEDESTRIAN
15170926,SAN ANTONIO POLICE DEPARTMENT,SAPD16125715,BEXAR,2016-06-12,1,29.36720983,-98.37864715,1,4 - PEDESTRIAN
15183386,SAN ANTONIO POLICE DEPARTMENT,SAPD16130595,BEXAR,2016-06-18,1,29.40204922,-98.51180341,1,4 - PEDESTRIAN
15184437,SAN ANTONIO POLICE DEPARTMENT,SAPD16132518,BEXAR,2016-06-21,1,29.36072909,-98.63277505,1,4 - PEDESTRIAN
15183873,SAN ANTONIO POLICE DEPARTMENT,SAPD16138628,BEXAR,2016-06-28,1,29.31700788,-98.47622886,1,4 - PEDESTRIAN
15194422,SAN ANTONIO POLICE DEPARTMENT,SAPD16144218,BEXAR,2016-07-06,1,29.33940677,-98.42322449,1,4 - PEDESTRIAN
15211675,SAN ANTONIO POLICE DEPARTMENT,SAPD16151904,BEXAR,2016-07-16,2,29.48150019,-98.52600274,1,4 - PEDESTRIAN
15215101,SAN ANTONIO POLICE DEPARTMENT,SAPD16151862,BEXAR,2016-07-16,1,29.53904346,-98.38071512,1,4 - PEDESTRIAN
15232870,SAN ANTONIO POLICE DEPARTMENT,SAPD16160961,BEXAR,2016-07-28,1,29.40200045,-98.5118058,1,4 - PEDESTRIAN
15236004,SAN ANTONIO POLICE DEPARTMENT,SAPD16162700,BEXAR,2016-07-30,1,29.49636101,-98.42808257,1,4 - PEDESTRIAN
15256055,SAN ANTONIO POLICE DEPARTMENT,SAPD16170397,BEXAR,2016-08-08,1,29.54823141,-98.51011274,1,4 - PEDESTRIAN
15257977,SAN ANTONIO POLICE DEPARTMENT,SAPD16172073,BEXAR,2016-08-10,1,29.44936933,-98.56885592,1,4 - PEDESTRIAN
15265039,SAN ANTONIO POLICE DEPARTMENT,SAPD16175179,BEXAR,2016-08-15,1,29.44657221,-98.67335245,1,4 - PEDESTRIAN
15289807,SAN ANTONIO POLICE DEPARTMENT,SAPD16179829,BEXAR,2016-08-20,1,29.3980578,-98.43268228,1,4 - PEDESTRIAN
15298386,SAN ANTONIO POLICE DEPARTMENT,SAPD16184644,BEXAR,2016-08-26,1,29.51103928,-98.56732662,1,4 - PEDESTRIAN
15289732,SAN ANTONIO POLICE DEPARTMENT,SAPD16184890,BEXAR,2016-08-27,1,29.44776574,-98.55187178,1,4 - PEDESTRIAN
15316256,SAN ANTONIO POLICE DEPARTMENT,SAPD16186476,BEXAR,2016-08-29,1,29.43008192,-98.50332566,1,4 - PEDESTRIAN
15331405,SAN ANTONIO POLICE DEPARTMENT,SAPD16203395,BEXAR,2016-09-19,1,29.39657319,-98.54074516,1,4 - PEDESTRIAN
15334768,SAN ANTONIO POLICE DEPARTMENT,SAPD16203330,BEXAR,2016-09-19,1,29.40159943,-98.45459485,1,4 - PEDESTRIAN
15345193,SAN ANTONIO POLICE DEPARTMENT,SAPD16206430,BEXAR,2016-09-22,1,29.3610216,-98.39840284,1,4 - PEDESTRIAN
15363615,SAN ANTONIO POLICE DEPARTMENT,SAPD16211925,BEXAR,2016-09-29,1,29.50648961,-98.49928231,1,4 - PEDESTRIAN
15349383,SAN ANTONIO POLICE DEPARTMENT,SAPD16212352,BEXAR,2016-09-30,1,29.50810436,-98.4776739,1,4 - PEDESTRIAN
15350149,SAN ANTONIO POLICE DEPARTMENT,SAPD16213684,BEXAR,2016-10-01,1,29.4708271,-98.65131191,1,4 - PEDESTRIAN
15372913,SAN ANTONIO POLICE DEPARTMENT,SAPD16222493,BEXAR,2016-10-12,1,29.43325099,-98.52633287,1,4 - PEDESTRIAN
15425811,CASTLE HILLS POLICE DEPARTMENT,TA-16-0469,BEXAR,2016-10-24,1,29.52064076,-98.50855454,1,4 - PEDESTRIAN
15408950,SAN ANTONIO POLICE DEPARTMENT,SAPD16233044,BEXAR,2016-10-25,1,No Data,No Data,1,4 - PEDESTRIAN
15399586,SAN ANTONIO POLICE DEPARTMENT,SAPD16233926,BEXAR,2016-10-26,1,29.5346817,-98.40276623,1,4 - PEDESTRIAN
15424632,SAN ANTONIO POLICE DEPARTMENT,SAPD16241579,BEXAR,2016-11-05,1,29.37059498,-98.48737301,1,4 - PEDESTRIAN
15419659,SAN ANTONIO POLICE DEPARTMENT,SAPD16242987,BEXAR,2016-11-06,1,29.39723922,-98.45673232,1,4 - PEDESTRIAN
15458481,SAN ANTONIO POLICE DEPARTMENT,SAPD16257396,BEXAR,2016-11-25,1,29.45958416,-98.63908431,1,4 - PEDESTRIAN
15468249,SAN ANTONIO POLICE DEPARTMENT,SAPD16263689,BEXAR,2016-12-04,1,29.65926744,-98.62708274,1,4 - PEDESTRIAN
15485411,SAN ANTONIO POLICE DEPARTMENT,SAPD16269509,BEXAR,2016-12-11,1,29.41535062,-98.5594061,1,4 - PEDESTRIAN
15485523,SAN ANTONIO POLICE DEPARTMENT,SAPD16269924,BEXAR,2016-12-12,1,No Data,No Data,1,4 - PEDESTRIAN
15489850,SAN ANTONIO POLICE DEPARTMENT,SAPD16270429,BEXAR,2016-12-12,1,No Data,No Data,1,4 - PEDESTRIAN
15503556,SAN ANTONIO POLICE DEPARTMENT,SAPD16272824,BEXAR,2016-12-15,1,29.4468963,-98.54272157,1,4 - PEDESTRIAN
15497778,SAN ANTONIO POLICE DEPARTMENT,SAPD16275163,BEXAR,2016-12-18,1,29.52365964,-98.56972761,1,4 - PEDESTRIAN
15503554,SAN ANTONIO POLICE DEPARTMENT,SAPD16274665,BEXAR,2016-12-18,1,29.39758689,-98.64958356,1,4 - PEDESTRIAN
15500190,SAN ANTONIO POLICE DEPARTMENT,SAPD16275897,BEXAR,2016-12-19,1,29.44150628,-98.43870049,1,4 - PEDESTRIAN
15553068,SAN ANTONIO POLICE DEPARTMENT,SAPD16277696,BEXAR,2016-12-22,1,29.54032004,-98.36997612,1,4 - PEDESTRIAN
15506586,SAN ANTONIO POLICE DEPARTMENT,SAPD16280296,BEXAR,2016-12-25,1,29.52675294,-98.5666143,1,4 - PEDESTRIAN
15507609,SAN ANTONIO POLICE DEPARTMENT,SAPD16280384,BEXAR,2016-12-25,1,29.42914693,-98.56746755,1,4 - PEDESTRIAN
15507182,SAN ANTONIO POLICE DEPARTMENT,SAPD16280661,BEXAR,2016-12-26,1,29.5775973,-98.49957596,1,4 - PEDESTRIAN
15512273,SAN ANTONIO POLICE DEPARTMENT,SAPD16282019,BEXAR,2016-12-28,1,29.52046488,-98.57983763,1,4 - PEDESTRIAN
15520237,SAN ANTONIO POLICE DEPARTMENT,SAPD17001348,BEXAR,2017-01-02,1,29.41973089,-98.52910533,1,4 - PEDESTRIAN
15541944,BALCONES HEIGHTS POLICE DEPARTMENT,1700430,BEXAR,2017-01-10,1,29.48681197,-98.54825641,1,4 - PEDESTRIAN
15554209,SAN ANTONIO POLICE DEPARTMENT,SAPD17017571,BEXAR,2017-01-23,1,29.57245538,-98.59380512,1,4 - PEDESTRIAN
15583535,BEXAR COUNTY LAW ENFORCEMENT,2017-BCSO-006306,BEXAR,2017-02-11,1,29.53845208,-98.7024987,1,4 - PEDESTRIAN
15620901,BEXAR COUNTY LAW ENFORCEMENT,2017-BCSO-007951,BEXAR,2017-02-22,1,29.38257728,-98.32390034,1,4 - PEDESTRIAN
15605944,SAN ANTONIO POLICE DEPARTMENT,SAPD17043126,BEXAR,2017-02-23,1,29.42562698,-98.4055662,1,4 - PEDESTRIAN
15659176,SAN ANTONIO POLICE DEPARTMENT,SAPD17055642,BEXAR,2017-03-12,1,29.53421929,-98.49506584,1,4 - PEDESTRIAN
15648143,SAN ANTONIO POLICE DEPARTMENT,SAPD17057531,BEXAR,2017-03-14,1,29.52861077,-98.49785992,1,4 - PEDESTRIAN
15702250,SAN ANTONIO POLICE DEPARTMENT,SAPD17070837,BEXAR,2017-03-31,1,29.62041739,-98.50584714,1,4 - PEDESTRIAN
15680869,SAN ANTONIO POLICE DEPARTMENT,SAPD17071276,BEXAR,2017-04-01,1,29.50173802,-98.41918263,1,4 - PEDESTRIAN
15728003,SAN ANTONIO POLICE DEPARTMENT,SAPD17090337,BEXAR,2017-04-24,1,29.44328666,-98.49932704,1,4 - PEDESTRIAN
15792021,SAN ANTONIO POLICE DEPARTMENT,SAPD17117443,BEXAR,2017-05-28,1,29.39208807,-98.64771004,1,4 - PEDESTRIAN
15842106,SAN ANTONIO POLICE DEPARTMENT,SAPD17145970,BEXAR,2017-07-02,1,29.46476647,-98.56495076,1,4 - PEDESTRIAN
15870518,SAN ANTONIO POLICE DEPARTMENT,SAPD17147432,BEXAR,2017-07-04,1,29.57308494,-98.37190234,1,4 - PEDESTRIAN
16000653,LEON VALLEY POLICE DEPARTMENT,201706047,BEXAR,2017-07-20,1,29.48731782,-98.60218185,1,4 - PEDESTRIAN
15887072,SAN ANTONIO POLICE DEPARTMENT,SAPD17165515,BEXAR,2017-07-27,1,29.50908026,-98.40945235,1,4 - PEDESTRIAN
15899800,SAN ANTONIO POLICE DEPARTMENT,SAPD17172090,BEXAR,2017-08-04,1,29.37129282,-98.4547955,1,4 - PEDESTRIAN
15909391,SAN ANTONIO POLICE DEPARTMENT,SAPD17171412,BEXAR,2017-08-04,1,29.32543325,-98.5523123,1,4 - PEDESTRIAN
15899793,SAN ANTONIO POLICE DEPARTMENT,SAPD17172842,BEXAR,2017-08-05,1,29.53131459,-98.6444256,1,4 - PEDESTRIAN
15920320,SAN ANTONIO POLICE DEPARTMENT,SAPD17182468,BEXAR,2017-08-17,1,29.51046606,-98.49927231,1,4 - PEDESTRIAN
15929001,SAN ANTONIO POLICE DEPARTMENT,SAPD17185777,BEXAR,2017-08-22,1,29.51078495,-98.46620232,1,4 - PEDESTRIAN
15933948,SAN ANTONIO POLICE DEPARTMENT,SAPD17188990,BEXAR,2017-08-26,1,29.45325608,-98.62987147,1,4 - PEDESTRIAN
15943057,SAN ANTONIO POLICE DEPARTMENT,SAPD17193616,BEXAR,2017-09-01,1,29.58978412,-98.60800289,1,4 - PEDESTRIAN
15953010,SAN ANTONIO POLICE DEPARTMENT,SAPD17196339,BEXAR,2017-09-05,1,29.43337824,-98.58752229,1,4 - PEDESTRIAN
15990335,SAN ANTONIO POLICE DEPARTMENT,SAPD17198699,BEXAR,2017-09-07,1,29.44550053,-98.35949123,1,4 - PEDESTRIAN
15983990,SAN ANTONIO POLICE DEPARTMENT,SAPD17201059,BEXAR,2017-09-11,1,29.53279353,-98.49628776,1,4 - PEDESTRIAN
15983984,SAN ANTONIO POLICE DEPARTMENT,SAPD17203504,BEXAR,2017-09-13,1,29.52437744,-98.41101692,1,4 - PEDESTRIAN
15970959,SAN ANTONIO POLICE DEPARTMENT,SAPD17206564,BEXAR,2017-09-17,1,29.55358232,-98.40343155,1,4 - PEDESTRIAN
15983994,SAN ANTONIO POLICE DEPARTMENT,SAPD17206563,BEXAR,2017-09-17,1,29.48041583,-98.36064103,1,4 - PEDESTRIAN
15981504,SAN ANTONIO POLICE DEPARTMENT,SAPD17212186,BEXAR,2017-09-24,1,29.4915675,-98.43831099,1,4 - PEDESTRIAN
15992198,SAN ANTONIO POLICE DEPARTMENT,SAPD17215547,BEXAR,2017-09-29,1,29.46646496,-98.50146231,1,4 - PEDESTRIAN
16000966,BEXAR COUNTY LAW ENFORCEMENT,2017-BCSO-04606,BEXAR,2017-10-03,1,29.46768,-98.35941235,1,4 - PEDESTRIAN
16003713,SAN ANTONIO POLICE DEPARTMENT,SAPD17220800,BEXAR,2017-10-05,1,29.44517089,-98.52495044,1,4 - PEDESTRIAN
16036011,SAN ANTONIO POLICE DEPARTMENT,SAPD17234159,BEXAR,2017-10-22,1,29.43437852,-98.51009321,1,4 - PEDESTRIAN
16051925,SAN ANTONIO POLICE DEPARTMENT,SAPD17238896,BEXAR,2017-10-28,1,29.41994497,-98.5394523,1,4 - PEDESTRIAN
16054619,SAN ANTONIO POLICE DEPARTMENT,SAPD17240540,BEXAR,2017-10-30,1,29.51043621,-98.48221565,1,4 - PEDESTRIAN
16057247,SAN ANTONIO POLICE DEPARTMENT,SAPD17242161,BEXAR,2017-11-01,1,29.40059847,-98.6363706,1,4 - PEDESTRIAN
16061159,SAN ANTONIO POLICE DEPARTMENT,SAPD17244642,BEXAR,2017-11-04,1,29.41427497,-98.42681939,1,4 - PEDESTRIAN
16076265,SAN ANTONIO POLICE DEPARTMENT,SAPD17246947,BEXAR,2017-11-07,1,29.36396736,-98.53404231,1,4 - PEDESTRIAN
16074258,SAN ANTONIO POLICE DEPARTMENT,SAPD17247244,BEXAR,2017-11-08,1,29.41175111,-98.64964093,1,4 - PEDESTRIAN
16092452,SAN ANTONIO POLICE DEPARTMENT,SAPD17247869,BEXAR,2017-11-08,1,29.55312495,-98.57622238,1,4 - PEDESTRIAN
